hey guy glad see mangos back; neu
please detailed use forum.. 's verry hard get good discussion here.. much people look comment also find hard track discussion; neu
make note trace major crashpoint revision perhaps give close look; neu
entry spirit healer seem wrong sql; neu
ok sry fault ... spirit guide still visible anybody; neu
good point; pos
n't also pet :_loadauras; neu
work thank; pos
fact multi-threading would fine without make bit fast; neu
one step multithreading; neu
fact muti-threading would work garbage code add lock appropriate places.. like program really muti-threading program structure; neu
player* pl getowner; neu
cause crash http //getmangos.com/community/showpost.php p=89172 postcount=686; neu
specific commit ca n't affect server side functionality affect client side show; neu
на 8677 перестал работать респаун игроков на тех же бг; neu
add code expect functionality change mostly move code onw class another; neu
like remark totally useless without crash line least; pos
crash related `` unit.cpp ''; neu
part; neu
part crashlog; neu
hi vladimir crash; neg
mh think 's related.. look like pet n't creatureinfo associated.. also code problem invisibleforalive-units still attack alive units..; neu
crash might possible look soon..; neu
commit fix; pos
use pointer player object instead copy afaik; neu
xeross patch fix saveallplayers functionality 'd acquire wrong mutex stupid typo =/ negative effect noticeable mtmaps patch present; neu
fact important fix many custom patch copy use typo lock use wo n't work intend i.e mangchat; neu
oh keep mind hashmapholder store _actual objects_ pointer; neu
hashmapholder store pointer type specify template; neu
finally; neu
may yes however mainly correct creature `` jump '' air random movement gen. isinflight true player taxi flight remember database need inhabittype|4 creature able; neu
fly fine thanks; pos
mean creatures suppose fly wo n't fall anymore; neu
sure correct; pos
original implememtaion wrong go target spell wrong animation time expect _really_ target go normal way exist special invisible target npc target instead gos focus go wrong go exist; neu
target use almost exclusively effect 86 spell_effect_activate_object case 3 spell_effect_dummy; neu
ps use case gameobject_type_spell_focus gameobject :use n't original code; neu
pss way edit post either ...; neu
yes possibility use spell focus target target type 40 automaticaly currently must add explicity db; neu
thank; pos
yes last thx; pos
wow great patch thanks guy; compound
; neg
thanks; pos
thanks lot creature speak player look much good speaking air; compound
fix isnt prupourse u said..; neu
great work thx; pos
thanks; pos
bug fix; neu
/gasp; neu
wonderful; pos
way go; neu
nice work thanx; pos
nice thx xd; pos
thx; pos
thanks balrok; pos
good hear help others; pos
yeah sorry still n't update git_id tool x; neu
questitem63 questitem6 creature_template typo; neu
yes last time specially check mangos.sql db version real use server start must fix ... simialr problem; neu
nice work ... remain one problem get; neu
sry take look forum early anybody problem follow one http //getmangos.com/community/showpost.php p=87599 postcount=13; neu
sam problem debian compilation; neu
even though include map; neu
; neg
thanks 2 tom_rus vladimirmangos keep great work; compound
thanks upgrade; pos
congrats big thank countless hour guy invest project; compound
3; neg
congrats guy; pos
thank good work; pos
thanks tom_rus good luck 3.3.0; compound
thx lot; pos
yes congratulation; pos
gz; neu
way 2 go congratz 2; neu
; neg
great job; pos
download git rev right command download rev; neu
git clone git //github.com/mangos/mangos.git; neu
этот коммит очень многое объясняет непонятное мне в клиенте спасибо; neu
thanks work perfectly; pos
thank much; pos
need month ago ... end find something else 2000+ line long work xd; neu
use convertor http //subversion.assembla.com/svn/charconvertor/sql 20converters/313-32x.sql work fine updatefields change query use different query; neu
use converter http //subversion.assembla.com/svn/charconvertor/sql 20converters/313-32x.sql work fine; neu
fix 8580; neu
http //getmangos.com/community/showthread.php p=87704 post87704; neu
cod style help compiler optimize; compound
fixes something; neu
maybe; neu
sorry mistake; neg
fine; pos
unit unit- isalive isdeathonlyspell m_spellinfo; neu
xor b b number result 0 else different zero use compare isalive isdeathonlyspell; neu
use; neu
good question problem 2 true value 1 2; pos
fix new revision; neu
nice work miss revision number; pos
anyway add new target support rev; neu
forget add damn =/; neg
isnt new rev; neu
warning occur 1440 1400; neu
yes port 0.12 come near day; neu
3 hope increase distance npcs player object; compound
3; neg
ok mostly typo miss code cleanup diffs visibility distance player/creature target; neu
typo; neu
yeah 'm loving finally make see game objects far away like retail; compound
talent 64129 trigger spell 17 rank; neu
avoid possible problem build mango different platform compiler; neu
commit affect size .obj file; neu
31935 0.07 0 0.07 'paladin avengers shiled; neu
hell 's time; neg
good job autally go report; neu
wtf; neg
lol maaan; pos
divide show code explicitly 2 uint16 field ofc open secret 0xffff uint16 -1; neu
ok ...; pos
unfortunately solution create bug since aura affect type weapon use e.g talent like 12284 13709; compound
replace int32 unit :gettotalauramodifier auratype auratype const; neu
implemented back bit different solution; neu
8458 add rewrited version; neu
make option revert coding run account database test 2.4.3 3.1.3 server else split simply n't required field; neu
guess simply comment code database.cpp database.h main.cpp master.cpp; neu
okay revert even git revert fix conflict always give crap; neu
ignore spam sorry simply edit line logindatabase.checkrequiredfield `` realmd_db_version '' revision_db_realmd; neu
revision; neu
must resolve unclear error message propertly instealled pkg-config unit/linux; neu
bug fix; neu
able join enabled afk battleground since kick toggle could gather mark honor without anything; neu
's wrong 're go afk 're queue remove queue 're afk ca n't join queue; neu
thanks; pos
3; neg
change false value; pos
think cleary write commit note ...; neu
god like you..; pos
's bug like stance trigger aura; neu
lol 'm even sorry bad english p see sneak real english word next time; neu
veichles spell vehicle; neu
yes bad ... fix spelleffects make class inbalanced; neu
point clearly buff food refreshment effect eat 45548,43185 seem properly trigger anymore; neu
check item 43268 work; neu
packet exist 2.4.3; neu
come mangos-0.12 looks great; compound
0x20000 0x40000 relate vehicle; neu
added/adjusted comment 8371; neu
`` charge spell effect '' affect two spell effect even though mention relate need adjustment accordingly part code; neu
go fix example try cast spell take x amount time cast target run get behind exactly behind get miss spell target get behind happen lot w; neu
thank nofantasy; pos
thx vladimir; pos
thanks us use linux ^^; neu
thanks 's awesome; pos
bee always big horibale hack part use fake player; neu
thank; pos
thank vladimir; pos
without update sql file; neu
file use server work internal information storage help detect change client switch expect spell property; neu
try re-importing mangos_spell_check.sql; neu
fuck; neg
thanks info 's good know gcc would unhappy; compound
lol; pos
lol; pos
даунито-хромосомо; neu
lol; pos
member mangos team sweet; neu
fix problem player leave arena; neg
balrok already long time team member; neu
finaly start commit something gj; compound
thank point; pos
tom fix http //github.com/mangos/mangos/commit/c6d97c6ec37fe4978cbd521620cc6e8cd926682a; neu
onlinetime spammed anytime worldsession opcodes handle ... like suppose work intend; neu
